,publication,title,authors,doi,year,cites,type,abstract,abstractLength,pubmed,gscholar,crossref,scopus,publicationLanguage,titleLanguage,abstractLanguage
1023,environmental health perspectives,The Lyme Disease Debate Host Biodiversity and Human Disease Risk,['Sharon Levy'],10.1289/ehp.121-a120,2013.0,7,journal-article,,,0,0,1,0,en,en,
1024,journal of neurology,"Quality of life, fatigue, depression and cognitive impairment in Lyme neuroborreliosis","['Rick Dersch', 'Antonia A. Sarnes', 'Monika Maul', 'Tilman Hottenrott', 'Annette Baumgartner', 'Sebastian Rauer', 'Oliver Stich']",10.1007/s00415-015-7891-4,2015.0,23,journal-article,,,0,0,1,0,en,en,
1025,journal of neurology,Subacute parkinsonism as a complication of Lyme disease,"['Guillaume Pisché', 'Meriam Koob', 'Thomas Wirth', 'Véronique Quenardelle', 'Ouhaïd Lagha-Boukbiza', 'Mathilde Renaud', 'Mathieu Anheim', 'Christine Tranchant']",10.1007/s00415-017-8472-5,2017.0,3,journal-article,,,0,0,1,0,en,en,
1026,environmental health perspectives,Integrated Social-Behavioral and Ecological Risk Maps to Prioritize Local Public Health Responses to Lyme Disease,"['Catherine Bouchard', 'Cécile Aenishaenslin', 'Erin E. Rees', 'Jules K. Koffi', 'Yann Pelcat', 'Marion Ripoche', 'François Milord', 'L. Robbin Lindsay', 'Nicholas H. Ogden', 'Patrick A. Leighton']",10.1289/ehp1943,2018.0,14,journal-article,,,0,0,1,0,en,en,
1027,environmental health perspectives,Lyme Disease Risks in Europe under Multiple Uncertain Drivers of Change,"['Sen Li', 'Lucy Gilbert', 'Sophie O. Vanwambeke', 'Jianjun Yu', 'Bethan V. Purse', 'Paula A. Harrison']",10.1289/ehp4615,2019.0,13,journal-article,,,0,0,1,0,en,en,
1028,journal of neurology,Neuronal loss or dysfunction in patients with early Lyme neuroborreliosis: a proton magnetic resonance spectroscopy study of the brain,"['Adam Garkowski', 'Bożena Kubas', 'Marcin Hładuński', 'Joanna Zajkowska', 'Olga Zajkowska', 'Dorota Jurgilewicz', 'Radosław Zawadzki', 'Ewa Garkowska', 'Sławomir Pancewicz', 'Urszula Łebkowska']",10.1007/s00415-019-09359-0,2019.0,2,journal-article,,,0,0,1,0,en,en,
1029,journal of neurology,Severe Lyme neuroborreliosis with bilateral hemorrhagic temporal encephalitis,"['T. Bonduelle', 'Hoang M.-A. Tang', 'C. Marchal', 'B. Thomas']",10.1007/s00415-020-09706-6,2020.0,1,journal-article,,,0,0,1,0,en,en,
1030,journal of neurology,Ocular flutter is a rare and treatment-responsive symptom in Lyme neuroborreliosis: a case report,"['Fiona Jäger', 'Stefan Greisenegger', 'Felix K. Schwarz', 'Gerald Wiest']",10.1007/s00415-021-10769-2,2021.0,0,journal-article,,,0,0,1,0,en,en,
1031,environmental health perspectives,Impact of climatic change on the northern latitude limit and population density of the disease-transmitting European tick Ixodes ricinus,"[{'name': 'E. Lindgren', 'affiliation': 'Stockholms universitet, Stockholm, Sweden'}]",10.2307/3454509,2000.0,359,Article,,,0,0,0,1,en,en,
1032,environmental health perspectives,Climate variability and change in the United States: Potential impacts on vector- and Rodent-Borne diseases,"[{'name': 'D.J. Gubler', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.2307/3435012,2001.0,439,Article,,,0,0,0,1,en,en,
1033,environmental health perspectives,Unhealthy landscapes: Policy recommendations on land use change and infectious disease emergence,"[{'name': 'J.A. Patz', 'affiliation': 'University of Wisconsin-Madison, Madison, United States'}]",10.1289/ehp.6877,2004.0,578,Article,,,0,0,0,1,en,en,
1034,journal of neurology,Acute peripheral facial palsy in adults,['U. Ljøstad'],10.1007/s00415-005-0715-1,2005.0,35,Article,,,0,0,0,1,en,ca,
1035,journal of neurology,Neuroborreliosis-associated cerebral vasculitis: Long-term outcome and health-related quality of life,"[{'name': 'T. Back', 'affiliation': 'Saxon Hospital Arnsdorf, Dresden, Germany'}]",10.1007/s00415-013-6831-4,2013.0,47,Article,,,0,0,0,1,en,en,
1036,journal of neurology,Immune cell subtyping in the cerebrospinal fluid of patients with neurological diseases,"[{'name': 'M.C. Kowarik', 'affiliation': 'University of Colorado Anschutz Medical Campus, Aurora, United States'}]",10.1007/s00415-013-7145-2,2014.0,40,Article,,,0,0,0,1,en,en,
1037,environmental health perspectives,Integrating health into local climate response: Lessons from the U.S. CDC climate-ready states and cities initiative,"[{'name': 'M.C. Sheehan', 'affiliation': 'Johns Hopkins Bloomberg School of Public Health, Baltimore, United States'}]",10.1289/ehp1838,2017.0,20,Article,,,0,0,0,1,en,en,
1038,journal of neurology,CXCL13 as a diagnostic marker of neuroborreliosis and other neuroinflammatory disorders in an unselected group of patients,"[{'name': 'J.N. Wagner', 'affiliation': 'Kepler Universitätsklinikum, Linz, Austria'}]",10.1007/s00415-017-8669-7,2018.0,17,Article,,,0,0,0,1,fr,en,
1039,journal of neurology,"Differential diagnosis of peripheral facial nerve palsy: a retrospective clinical, MRI and CSF-based study","[{'name': 'J. Zimmermann', 'affiliation': 'Universität Ulm, Ulm, Germany'}]",10.1007/s00415-019-09387-w,2019.0,16,Article,,,0,0,0,1,en,en,
1040,journal of neurology,Bilateral vestibulopathy: beyond imbalance and oscillopsia,"[{'name': 'F.M.P. Lucieer', 'affiliation': 'Maastricht Universitair Medisch Centrum+, Maastricht, Netherlands'}]",10.1007/s00415-020-10243-5,2020.0,3,Article,,,0,0,0,1,en,en,
1041,environmental health perspectives,Visual contrast sensitivity as a diagnostic tool.,"['M Swinker', 'WA Burke']",10.1289/ehp.110-a120,2002.0,10,PDF,,,0,1,0,0,en,en,
1042,environmental health perspectives,Visual contrast sensitivity: response,['HK Hudnell'],10.1289/ehp.110-1240782,2002.0,7,PDF,,,0,1,0,0,en,en,
1043,environmental health perspectives,Conservation Medicine: Ecological Health in Practice,['R Ali'],10.1289/ehp.111-a246,2003.0,2,PDF,,,0,1,0,0,en,en,
1044,environmental health perspectives,Infectious disease: the human costs of our environmental errors.,['B Weinhold'],10.1289/ehp.112-a32,2004.0,29,PDF,,,0,1,0,0,en,en,
1045,environmental health perspectives,EHP moves to open access,['K Olden'],10.1289/ehp.112-a13,2004.0,4,PDF,,,0,1,0,0,en,en,
1046,journal of neurology,Peripheral facial nerve palsy associated with COVID-19,"['MA Lima', 'MTT Silva', 'CN Soares', 'R Coutinho', '...']",10.1007/s13365-020-00912-6,2020.0,29,HTML,,,0,1,0,0,fr,en,
1047,journal of neurology,Bilateral vestibulopathy in anti-IgLON5 disease,"['C Helmchen', 'KP Wandinger', 'A Steffen', 'TF Münte', '...']",10.1007/s00415-020-10386-5,2021.0,0,HTML,,,0,1,0,0,en,en,
1048,journal of neurology,Bell's palsy following COVID-19 vaccination,"['G Colella', 'M Orlandi', 'N Cirillo']",10.1007/s00415-021-10462-4,2021.0,20,HTML,,,0,1,0,0,en,en,
1049,open forum infectious diseases,"""Late You Come: Legislation on Lyme Treatment in an Era of Conflicting Guidelines"".","[{'name': 'Jaan Peter Naktin', 'affiliation': 'Practice Leader, Lehigh Valley Physicians Group - Infectious Diseases, Lehigh Valley Health Network, Allentown, Pennsylvania.'}]",10.1093/ofid/ofx152,2017.0,0,Journal Article,,,1,0,0,0,en,en,
1050,medical entomology and zoology,Tick collection from wild birds and detection of Lyme disease spirochetes from a new avian reservoir in Japan,"['Kenji MIYAMOTO', 'Toshiyuki MASUZAWA', 'Midori KUDEKEN']",10.7601/mez.51.221,2000.0,5,journal-article,,,0,0,1,0,en,en,
1051,medical entomology and zoology,B09 Mode of infection with Lyme disease spirochetes in Hokkaido.,['Kenji Miyamoto'],10.7601/mez.51.53_1,2000.0,0,journal-article,,,0,0,1,0,en,en,
1052,medical entomology and zoology,"B10 Survey on transmission cycle of Lyme disease borreliae in Mts. Tianshan, Xinjiang Uygur Autonomous Region, China","['F. Ishiguro', 'N. Takada', 'Y. Yano', 'H. Fujita']",10.7601/mez.51.53_2,2000.0,0,journal-article,,,0,0,1,0,en,en,
1053,medical entomology and zoology,"Prevalence of Lyme disease Borrelia in ticks and rodents in northern Kyushu, Japan","['Nobuhiro TAKADA', 'Masahiro NAKAO', 'Fubito ISHIGURO', 'Hiromi FUJITA', 'Yasuhiro YANO', 'Toshiyuki MASUZAWA']",10.7601/mez.52.117_1,2001.0,6,journal-article,,,0,0,1,0,en,en,
1054,medical entomology and zoology,EB2 Significance of Lyme borreliae found from ticks and rodents in Southeastern Asia,"['Nobuhiro TAKADA', 'Fubito ISHIGURO', 'Hiromi FUJITA', 'Toshiyuki MASUZAWA', 'Yasuhiro YANO', 'Udom CHAITHONG', 'Shiba Kumar RAI']",10.7601/mez.52.140_6,2001.0,0,journal-article,,,0,0,1,0,en,en,
1055,medical entomology and zoology,EB3 Distributional frequency of Lyme Borrelia genotypes in Northern and Central Japan,"['Fubito ISHIGURO', 'Nobuhiro TAKADA', 'Yasuhiro YANO', 'Hiromi FUJITA']",10.7601/mez.52.140_7,2001.0,0,journal-article,,,0,0,1,0,en,en,
1056,medical entomology and zoology,"On an epidemiological study of Lyme disease in Hokkaido, Japan",['Kenji MIYAMOTO'],10.7601/mez.53.1_1,2002.0,2,journal-article,,,0,0,1,0,en,en,
1057,medical entomology and zoology,"Book review Gray, J. S., Kahl, O., Lane, R. S., and Stanek, G. (eds.), Lyme Borreliosis : Biology, Epidemiology and Control, 2002, CABI Publishing, 347Pages, ISBN : 0 85199 632 9, ￡75.00 (US $ 140.00)",,10.7601/mez.53.302_2,2002.0,0,journal-article,,,0,0,1,0,en,en,
1058,medical entomology and zoology,New findings in survey of Lyme Borrelia(Proceedings of the 56th Annual Meeting of Western Region),['N. Takada'],10.7601/mez.53.121_4,2002.0,0,journal-article,,,0,0,1,0,en,en,
1059,medical entomology and zoology,"The actual state of tick bite cases and Lyme disease in Saku area, Nagano Prefecture(Proceedings of the 53rd Annual Meeting of Eastern Region)",['N. Horiuch'],10.7601/mez.53.111_4,2002.0,0,journal-article,,,0,0,1,0,en,en,
1060,medical entomology and zoology,3.Reinvestigation of Ixodes persulcatus and Lyme-disease Borrelia in northeastern Japan,"['N. Takatda', 'F. Ishiguro', 'H. Fujita', 'M. Ono', 'Y. Yano', 'T. Masuzawa']",10.7601/mez.54.199_4,2003.0,0,journal-article,,,0,0,1,0,en,en,
1061,medical entomology and zoology,"08 Tick-Lyme Borrelia relationship in Japan, especially epidemiological aspects found in northeastern and southwestern Japan","['N. Takada', 'F. Ishiguro', 'H. Fujita', 'Y. Yano', 'T. Honda']",10.7601/mez.55.35_2,2004.0,0,journal-article,,,0,0,1,0,en,en,
1062,medical entomology and zoology,2.Lyme borreliosis and leptospirosis : A proposal from microbiologist(II.Public health action to emerging zoonoses (open form))(Medical entomology and zoology in cooperation with various fields coform)),['T. Masuzawa'],10.7601/mez.55.27,2004.0,0,journal-article,,,0,0,1,0,en,en,
1063,medical entomology and zoology,1.Reinvestigation of Lyme disease borrelia in northeastern Japan(Proceedings of the 50th Annual Meeting of Northern Region),"['N. Takada', 'M. Ono', 'F. Ishiguro', 'H. Fujita', 'T. Masuzawa']",10.7601/mez.55.131_1,2004.0,0,journal-article,,,0,0,1,0,en,en,
1064,medical entomology and zoology,8.Why are Lyme disease cases less in northeast Japan than in central Japan?(Proceedings of the 58th Annual Meeting of Western Region),"['Nobuhiro Takada', 'Fubito Ishiguro', 'Yasuhiro Yano']",10.7601/mez.55.147_4,2004.0,0,journal-article,,,0,0,1,0,en,en,
1065,medical entomology and zoology,Survey of Lyme disease-related borreliae in Japan including some islands in 2004,"['F Ishiguro', 'N Takada', 'H Fujita', 'Y Yano', 'J Mizoguchi', 'K Tabara', 'H Kawabata', 'T Masuzawa']",10.7601/mez.56.58_1,2005.0,0,journal-article,,,0,0,1,0,en,en,
1066,medical entomology and zoology,Newly considering on cases of annular erythema associated with Ixodes persulcatus tick bites showing negative results for Lyme borreliosis infection,"['Masaru NATSUAKI', 'Nobuhiro TAKADA', 'Wataru TAKASHIMA', 'Masanobu KUMAKIRI', 'Hiroki KAWABATA', 'Kozue SATO', 'Ai TAKANO']",10.7601/mez.64.51,2013.0,1,journal-article,,,0,0,1,0,en,en,
1067,open forum infectious diseases,1348Immune response to endothelial cell growth factor is elevated during acute Lyme borreliosis but not in post-Lyme disease syndrome,"['Kevin Tang', 'Mary Ajamian', 'Brian Fallon', 'Gary P. Wormser', 'Adriana Marques', 'Armin Alaedini']",10.1093/ofid/ofu052.894,2014.0,0,journal-article,,,0,0,1,0,en,en,
1068,open forum infectious diseases,1406Next Generation Diagnostic Test for Lyme Disease,['Benjamin Luft'],10.1093/ofid/ofu052.952,2014.0,0,journal-article,,,0,0,1,0,en,en,
1069,open forum infectious diseases,127Sex-Based Differences in the Immune Response in Lyme Disease Over Time,"['Alison Rebman', 'Kathleen Kortte', 'William Robinson', 'Eric Weinstein', 'Lauren Lahey', 'Mark Soloski', 'Catriona Wagner', 'John Aucott']",10.1093/ofid/ofu051.35,2014.0,10,journal-article,,,0,0,1,0,en,en,
1070,open forum infectious diseases,1352Progression of Lyme Disease to Later Stages is Associated with Antibody Response Towards the Membrane-Proximal Domain of the VlsE Protein of Borrelia burgdorferi,"['Elzbieta Jacek', 'Lars Komorowsky', 'Mary Ajamian', 'Brad Kim', 'Gary P. Wormser', 'Adriana Marques', 'Armin Alaedini']",10.1093/ofid/ofu052.898,2014.0,0,journal-article,,,0,0,1,0,en,en,
1071,open forum infectious diseases,Treatment-Related Complications in Children With Disseminated Lyme Disease,"['Christine Chang', 'Kristen Feemster', 'Susan Coffin', 'Lori Handy']",10.1093/ofid/ofv133.1032,2015.0,0,journal-article,,,0,0,1,0,en,en,
1072,open forum infectious diseases,"Incidence of Lyme Disease and Initial Treatment Patterns in the United States, 2010–2013","['Barbara H. Johnson', 'Jeffrey D. Miller', 'Machaon M. Bonafede']",10.1093/ofid/ofv133.816,2015.0,0,journal-article,,,0,0,1,0,en,en,
1073,open forum infectious diseases,"Lyme Disease Consultations at a Mid-Atlantic Referral Center, 2000–2013","['Takaaki Kobayashi', 'Yvonne Higgins', 'Roger Samuels', 'Aurasch Moaven', 'Paul Lantos', 'Michael T. Melia', 'Paul Auwaerter']",10.1093/ofid/ofv133.817,2015.0,0,journal-article,,,0,0,1,0,en,en,
1074,open forum infectious diseases,Human Monoclonal Antibodies Specific for Ospa Prevent Lyme Borreliosis in Mice,"['Yang Wang', 'Aurélie Kern', 'Andrew Sadowski', 'Naomi K. Boatright', 'Linden Hu', 'William Thomas', 'Mark S. Klempner']",10.1093/ofid/ofv133.481,2015.0,0,journal-article,,,0,0,1,0,en,en,
1075,open forum infectious diseases,Discovery of Outer Surface Protein A-Specific Human Monoclonal Antibodies Reactive Against a Broad Range of Borrelia Species for the Prevention of Lyme Disease,"['Yang Wang', 'Naomi Boatright', 'Andrew Sadowski', 'William Thomas', 'Mark S. Klempner']",10.1093/ofid/ofv133.480,2015.0,0,journal-article,,,0,0,1,0,en,en,
1076,open forum infectious diseases,Epidemiology of Lyme Disease in Hispanics Admitted to a Tertiary Medical Center in Long Island,"['Yasin Abul', 'Robert Chow', 'Amy Spallone', 'Benjamin Luft', 'Luis a. Marcos']",10.1093/ofid/ofw172.1125,2016.0,0,journal-article,,,0,0,1,0,en,en,
1077,open forum infectious diseases,More of Everything: Characteristics of Those Seeking Opinions Regarding Lyme Disease,"['Takaaki Kobayashi', 'Yvonne Higgins', 'Roger Samuels', 'Aurasch Moaven', 'Paul Lantos', 'Michael T. Melia', 'Paul Auwaerter']",10.1093/ofid/ofw172.65,2016.0,1,journal-article,,,0,0,1,0,en,en,
1078,open forum infectious diseases,Evidence of High Rate of Powassan Virus Co-infection in Lyme Disease Patients,"['Anna Schotthoefer', 'Holly Frost', 'Angela Thomm', 'Alan Dupuis', 'Susan Kehl', 'Laura Kramer', 'Thomas Fritsche', 'Yvette Harrington', 'Konstance Knox']",10.1093/ofid/ofw194.24,2016.0,2,journal-article,,,0,0,1,0,en,en,
1079,open forum infectious diseases,Detection of Borrelia in Early-Stage Lyme Disease Using T2 Magnetic Resonance,"['Jessica Snyder', 'Cheryl Bandoski-Gralinski', 'Jessica Townsend', 'Heidi Giese', 'Hans-Ulrich Thomann', 'Robert Shivers', 'Anna Schotthoefer', 'Thomas Fritsche', 'Clayton Green', 'Steven Callister', 'Lori Neely', 'Tom Lowery']",10.1093/ofid/ofw172.72,2016.0,0,journal-article,,,0,0,1,0,en,en,
1080,open forum infectious diseases,"Screening for Lyme Disease with C6 Peptide at a Veterans Hospital in Long Island, NY","['Robert Chow', 'Teresa Khoo', 'George Psevdos']",10.1093/ofid/ofx163.1544,2017.0,0,journal-article,,,0,0,1,0,en,en,
1081,open forum infectious diseases,"286. Rapid, One-Tier Diagnosis for Lyme Arthritis","['Bazak Sharon', 'Megan Reinhard', 'Mackenzie Diekmann', 'Liz Butler', 'Jeff Louie']",10.1093/ofid/ofy210.297,2018.0,0,journal-article,,,0,0,1,0,en,en,
1082,open forum infectious diseases,Late you come: Legislation on Lyme treatment in an era of conflicting guidelines,['JP Naktin'],10.1093/ofid,2017.0,3,PDF,,,0,1,0,0,en,en,
1083,molecular microbiology,Borrelia burgdorferi HtrA may promote dissemination and irritation.,"[{'name': 'Frank C Gherardini', 'affiliation': 'Laboratory of Zoonotic Pathogens, Division of Intramural Research, National Institutes of Allergy and Infectious Diseases, Hamilton, MT, 59840, USA; National Institutes of Health, Rocky Mountain Laboratories, Hamilton, MT, 59840, USA.'}]",10.1111/mmi.12390,2013.0,0,Journal Article,,,1,0,0,0,ro,en,
1084,bmj,Diagnosing Lyme disease,['P. Wright'],10.1136/bmj.320.7227.121,2000.0,1,journal-article,,,0,0,1,0,hr,af,
1085,molecular microbiology,Characterization of the vls antigenic variation loci of the Lyme disease spirochaetes Borrelia garinii Ip90 and Borrelia afzelii ACAI,"['Dachun Wang', 'Douglas J. Botkin', 'Steven J. Norris']",10.1046/j.1365-2958.2003.03386.x,2003.0,28,journal-article,,,0,0,1,0,ro,en,
1086,dmw - deutsche medizinische wochenschrift,Lyme-Krankheit,['K. M. Goebel'],10.1055/s-2008-1068622,2008.0,2,journal-article,,,0,0,1,0,de,de,
1087,dmw - deutsche medizinische wochenschrift,Therapie der Erythema-migrans-Krankheit (Lyme-Krankheit),['W. D. Wörth'],10.1055/s-2008-1069015,2008.0,5,journal-article,,,0,0,1,0,de,de,
1088,dmw - deutsche medizinische wochenschrift,Diagnostik der Erythema-migrans-Krankheit (Lyme-Krankheit),['W. D. Wörth'],10.1055/s-2008-1069014,2008.0,2,journal-article,,,0,0,1,0,de,de,
1089,dmw - deutsche medizinische wochenschrift,Erythema (chronicum) migrans - Klinische Variabilität der frühesten Manifestation der Lyme-Borreliose,['U. Mrowietz'],10.1055/s-2008-1043096,2008.0,1,journal-article,,,0,0,1,0,de,de,
1090,dmw - deutsche medizinische wochenschrift,Transitorischer AV-Block als kardiale Manifestation der Lyme-Krankheit,"['D. Siebenlist', 'M. Hahn', 'W. Gattenlöhner']",10.1055/s-2008-1063787,2008.0,1,journal-article,,,0,0,1,0,de,de,
1091,dmw - deutsche medizinische wochenschrift,Erythema-migrans-Krankheit: Beitrag zur Klinik und Beziehung zur Lyme-Krankheit,"['K. Weber', 'A. Puzik', 'Th. Becker']",10.1055/s-2008-1069719,2008.0,44,journal-article,,,0,0,1,0,de,de,
1092,dmw - deutsche medizinische wochenschrift,Therapie der Lyme-Borreliose,"['M.D. Kramer', 'D. Hassler', 'H. Hofmann', 'R. Wallich', 'U. E. Schaible', 'M. M. Simon']",10.1055/s-2008-1059351,2008.0,5,journal-article,,,0,0,1,0,de,en,
1093,dmw - deutsche medizinische wochenschrift,Kardiale und neurologische Manifestationen der Lyme-Borreliose bei angeborenem AV-Block I. Grades,"['M. Stille-Siegener', 'H. Eiffert', 'S. Vonhof']",10.1055/s-2008-1043142,2008.0,1,journal-article,,,0,0,1,0,de,de,
1094,dmw - deutsche medizinische wochenschrift,Lyme-Borreliose in einem europäischen Endemiegebiet: Antikörperprävalenz und klinisches Spektrum,"['D. Hassler', 'L. Zöller', 'M. Haude', 'H. D. Hufnagel', 'H. G. Sonntag']",10.1055/s-2008-1062374,2008.0,18,journal-article,,,0,0,1,0,de,de,
1095,dmw - deutsche medizinische wochenschrift,Symptomatik und Diagnostik der Lyme-Borreliose,"['M. D. Kramer', 'S. E. Moter', 'H. Hofmann', 'U. E. Schaible', 'M. M. Simon', 'R. Wallich']",10.1055/s-2008-1059345,2008.0,4,journal-article,,,0,0,1,0,de,da,
1096,dmw - deutsche medizinische wochenschrift,Vaskulitische Neuropathie bei Garin-Bujadoux-Bannwarth-Syndrom: Ein Beitrag zum Verständnis der Pathologie und Pathogenese neurologischer Komplikationen bei Lyme-Borreliose,"['C. Meier', 'H. Grehl']",10.1055/s-2008-1067607,2008.0,18,journal-article,,,0,0,1,0,de,de,
1097,dmw - deutsche medizinische wochenschrift,Lyme-Borreliose in Süddeutschland: Epidemiologische Daten zum Auftreten von Erkrankungsfällen sowie zur Durchseuchung von Zecken (Ixodes ricinus) mit Borrelia burgdorferi,"['B. Wilske', 'R. Steinhuber', 'H. Bergmeister', 'V. Fingerle', 'G. Schierz', 'V. Preac-Mursic', 'E. Vanek', 'B. Lorbeer']",10.1055/s-2008-1068320,2008.0,55,journal-article,,,0,0,1,0,de,de,
1098,dmw - deutsche medizinische wochenschrift,45-jährige Patientin mit Gelenkschmerzen und Verdacht auf Lyme-Arthritis,['P Herzer'],10.1055/s-0029-1234009,2009.0,1,journal-article,,,0,0,1,0,de,de,
1099,dmw - deutsche medizinische wochenschrift,Lyme-Borreliose: Wie kann das Erythema migrans bei schwangeren Patientinnen behandelt werden?,"['J Schröder', 'W Kirch']",10.1055/s-0029-1242694,2009.0,0,journal-article,,,0,0,1,0,de,de,
1100,molecular microbiology,Comparative cryo-electron tomography of pathogenic Lyme disease spirochetes,"['Mikhail Kudryashev', 'Marek Cyrklaff', 'Wolfgang Baumeister', 'Markus M. Simon', 'Reinhard Wallich', 'Friedrich Frischknecht']",10.1111/j.1365-2958.2009.06613.x,2009.0,62,journal-article,,,0,0,1,0,ro,en,
1101,bmc infectious diseases,Mapping of hormones and cortisol responses in patients after Lyme neuroborreliosis,"['Ivar Tjernberg', 'Martin Carlsson', 'Jan Ernerudh', 'Ingvar Eliasson', 'Pia Forsberg']",10.1186/1471-2334-10-20,2010.0,4,journal-article,,,0,0,1,0,en,en,
1102,bmc infectious diseases,Clinical characteristics and cerebrospinal fluid parameters in patients with peripheral facial palsy caused by Lyme neuroborreliosis compared with facial palsy of unknown origin (Bell's palsy),"['Daniel Bremell', 'Lars Hagberg']",10.1186/1471-2334-11-215,2011.0,28,journal-article,,,0,0,1,0,en,en,
1103,molecular microbiology,"The diguanylate cyclase, Rrp1, regulates critical steps in the enzootic cycle of the Lyme disease spirochetes","['Jessica L. Kostick', 'Lee T. Szkotnicki', 'Elizabeth A. Rogers', 'Paola Bocci', 'Nadia Raffaelli', 'Richard T. Marconi']",10.1111/j.1365-2958.2011.07687.x,2011.0,59,journal-article,,,0,0,1,0,ro,en,
1104,bmj,Lyme neuroborreliosis,"['J. Hobson', 'M. W. Weatherall']",10.1136/bmj.e3250,2012.0,2,journal-article,,,0,0,1,0,hr,fr,
1105,bmj,Doctors need accredited information on Lyme borreliosis,"['S. Pearson', 'S. Huyshe-Shires']",10.1136/bmj.e4727,2012.0,1,journal-article,,,0,0,1,0,hr,en,
1106,bmj,Ocular inflammation as a manifestation of Lyme borreliosis,"['J. M. Howlett', 'A. P. Booth']",10.1136/bmj.e4721,2012.0,2,journal-article,,,0,0,1,0,hr,en,
1107,bmj,Tick bite and early Lyme borreliosis,"['C. J. A. Duncan', 'G. Carle', 'R. A. Seaton']",10.1136/bmj.e3124,2012.0,5,journal-article,,,0,0,1,0,hr,en,
1108,bmj,BIA position paper on Lyme borreliosis is evidence based,"['P. Cowling', 'J. Stockley', 'P. Moss', 'A. Miller']",10.1136/bmj.e5364,2012.0,0,journal-article,,,0,0,1,0,hr,en,
1109,bmc infectious diseases,Recurrent thrombocytopenia and Lyme disease,"['Egidia Miftode', 'Dănuț Teodor', 'Roxana Lungu', 'Cristina Petrovici']",10.1186/1471-2334-13-s1-p81,2013.0,0,journal-article,,,0,0,1,0,en,en,
1110,bmc infectious diseases,Early Lyme disease – current clinical and epidemiological aspects in Braşov,"['Maria Elena Cocuz', 'Ligia Rodina', 'Iuliu Gabriel Cocuz']",10.1186/1471-2334-13-s1-p63,2013.0,0,journal-article,,,0,0,1,0,en,en,
1111,molecular microbiology,Lyme disease spirochaetes possess an aggrecan-binding protease with aggrecanase activity,"['Theresa M. Russell', 'Barbara J. B. Johnson']",10.1111/mmi.12276,2013.0,13,journal-article,,,0,0,1,0,ro,en,
1112,bmj,Lack of accurate information on the prevalence of Lyme disease in the UK,"['R. Evans', 'S. Mavin', 'S. Holden', 'A. Munro', 'G. Gunn']",10.1136/bmj.g2037,2014.0,6,journal-article,,,0,0,1,0,hr,en,
1113,bmj,Sixty seconds on . . . Lyme disease,['Nigel Hawkes'],10.1136/bmj.h5976,2015.0,0,journal-article,,,0,0,1,0,hr,en,
1114,bmj,Lyme disease: time for a new approach?,"['Liesbeth Borgermans', 'Christian Perronne', 'Ran Balicer', 'Ozren Polasek', 'Valerie Obsomer']",10.1136/bmj.h6520,2015.0,5,journal-article,,,0,0,1,0,hr,en,
1115,bmj,Approach to diagnosing Lyme disease misses a large proportion of cases,['Richard I Horowitz'],10.1136/bmj.i113,2016.0,0,journal-article,,,0,0,1,0,hr,en,
1116,dmw - deutsche medizinische wochenschrift,Lyme-Borreliose: Längere Therapie reduziert persistierende Symptome nicht,['Susanne Bossenmayer'],10.1055/s-0042-106983,2016.0,0,journal-article,,,0,0,1,0,de,de,
1117,scientific reports,Ticks infected via co-feeding transmission can transmit Lyme borreliosis to vertebrate hosts,"['Alessandro Belli', 'Anouk Sarr', 'Olivier Rais', 'Ryan O. M. Rego', 'Maarten J. Voordouw']",10.1038/s41598-017-05231-1,2017.0,19,journal-article,,,0,0,1,0,fr,en,
1118,bmj,Lyme disease: summary of NICE guidance,"['Maria Cruickshank', 'Norma O’Flynn', 'Saul N Faust']",10.1136/bmj.k1261,2018.0,10,journal-article,,,0,0,1,0,hr,en,
1119,bmj,"Ticks transmitting Lyme disease are found in a third of Britain, mainly the south",['Nigel Hawkes'],10.1136/bmj.k692,2018.0,0,journal-article,,,0,0,1,0,hr,en,
1120,bmj,Good outlook for patients with confirmed Lyme neuroborreliosis,"['Saul N Faust', 'Stephen Barton', 'Caroline Rayment', 'Norma O’Flynn']",10.1136/bmj.k2284,2018.0,0,journal-article,,,0,0,1,0,hr,en,
1121,molecular microbiology,Analysis of recombinational switching at the antigenic variation locus of the Lyme spirochete using a novel PacBio sequencing pipeline,"['Theodore B. Verhey', 'Mildred Castellanos', 'George Chaconas']",10.1111/mmi.13969,2018.0,1,journal-article,,,0,0,1,0,ro,en,
1122,scientific reports,Crystal structure of the membrane attack complex assembly inhibitor BGA71 from the Lyme disease agent Borrelia bavariensis,"['Kalvis Brangulis', 'Inara Akopjana', 'Ivars Petrovskis', 'Andris Kazaks', 'Peter Kraiczy', 'Kaspars Tars']",10.1038/s41598-018-29651-9,2018.0,4,journal-article,,,0,0,1,0,fr,en,
1123,bmc infectious diseases,Evidence of rickettsiae in Danish patients tested for Lyme neuroborreliosis: a retrospective study of archival samples,"['Lukas Frans Ocias', 'Ram Benny Dessau', 'Anne-Mette Lebech', 'Charlotte Sværke Jørgensen', 'Randi Føns Petersen', 'Karen Angeliki Krogfelt']",10.1186/s12879-018-3210-x,2018.0,2,journal-article,,,0,0,1,0,en,en,
