,publication,title,authors,doi,year,cites,type,abstract,abstractLength,pubmed,gscholar,crossref,scopus,publicationLanguage,titleLanguage,abstractLanguage
393,infection and immunity,Delineating Surface Epitopes of Lyme Disease Pathogen Targeted by Highly Protective Antibodies of New Zealand White Rabbits,"['Artem S. Rogovskyy', 'Salvador Eugenio C. Caoili', 'Yurij Ionov', 'Helen Piontkivska', 'Pavel Skums', 'Viachaslau Tsyvina', 'Alex Zelikovsky', 'Suryakant D. Waghela']",10.1128/iai.00246-19,2019.0,2,journal-article,"Lyme disease (LD), the most prevalent vector-borne illness in the United States and Europe, is caused by Borreliella burgdorferi . No vaccine is available for humans. Dogmatically, B. burgdorferi can establish a persistent infection in the mammalian host (e.g., mice) due to a surface antigen, VlsE. This antigenically variable protein allows the spirochete to continually evade borreliacidal antibodies. However, our recent study has shown that the B. burgdorferi spirochete is effectively cleared by anti- B. burgdorferi antibodies of New Zealand White rabbits, despite the surface expression of VlsE. Besides homologous protection, the rabbit antibodies also cross-protect against heterologous B. burgdorferi spirochetes and significantly reduce the pathology of LD arthritis in persistently infected mice. Thus, this finding that NZW rabbits develop a unique repertoire of very potent antibodies targeting the protective surface epitopes, despite abundant VlsE, prompted us to identify the specificities of the protective rabbit antibodies and their respective targets. By applying subtractive reverse vaccinology, which involved the use of random peptide phage display libraries coupled with next-generation sequencing and our computational algorithms, repertoires of nonprotective (early) and protective (late) rabbit antibodies were identified and directly compared. Consequently, putative surface epitopes that are unique to the protective rabbit sera were mapped. Importantly, the relevance of newly identified protection-associated epitopes for their surface exposure has been strongly supported by prior empirical studies. This study is significant because it now allows us to systematically test the putative epitopes for their protective efficacy with an ultimate goal of selecting the most efficacious targets for development of a long-awaited LD vaccine.",1869,0,0,1,0,en,en,
394,journal of medical entomology,Survival of Ixodes ricinus (Acari: Ixodidae) under challenging conditions of temperature and humidity is influenced by Borrelia burgdorferi sensu lato infection,"[{'name': 'C. Herrmann', 'affiliation': 'Université de Neuchâtel, Neuchatel, Switzerland'}]",10.1603/me10111,2010.0,60,Article,403 response,12,0,0,0,1,en,en,
395,infection and immunity,The hybrid histidine kinase Hk1 is part of a two-component system that is essential for survival of Borrelia burgdorferi in feeding Ixodes scapularis ticks,"[{'name': 'M. Caimano', 'affiliation': 'UConn Health, Farmington, United States'}]",10.1128/iai.05136-11,2011.0,65,Article,"Two-component systems (TCS) are principal mechanisms by which bacteria adapt to their surroundings. Borrelia burgdorferi encodes only two TCS. One is comprised of a histidine kinase, Hk2, and the response regulator Rrp2. While the contribution of Hk2 remains unclear, Rrp2 is part of a regulatory pathway involving the spirochete's alternate sigma factors, RpoN and RpoS. Genes within the Rrp2/RpoN/RpoS regulon function to promote tick transmission and early infection. The other TCS consists of a hybrid histidine kinase, Hk1, and the response regulator Rrp1. Hk1 is composed of two periplasmic sensor domains (D1 and D2), followed by conserved cytoplasmic histidine kinase core, REC, and Hpt domains. In addition to its REC domain, Rrp1 contains a GGDEF motif characteristic of diguanylate cyclases. To investigate the role of Hk1 during the enzootic cycle, we inactivated this gene in two virulent backgrounds. Extensive characterization of the resulting mutants revealed a dramatic phenotype whereby Hk1-deficient spirochetes are virulent in mice and able to migrate out of the bite site during feeding but are killed within the midgut following acquisition. We hypothesize that the phosphorelay between Hk1 and Rrp1 is initiated by the binding of feeding-specific ligand(s) to Hk1 sensor domain D1 and/or D2. Once activated, Rrp1 directs the synthesis of cyclic dimeric GMP (c-di-GMP), which, in turn, modulates the expression and/or activity of gene products required for survival within feeding ticks. In contrast to the Rrp2/RpoN/RpoS pathway, which is active only within feeding nymphs, the Hk1/Rrp1 TCS is essential for survival during both larval and nymphal blood meals.",1683,0,0,0,1,en,en,
396,infection and immunity,Analysis of the Borrelia burgdorferi cyclic-di-GMP-binding protein PlzA reveals a role in motility and virulence,"[{'name': 'J. Pitzer', 'affiliation': 'The Brody School of Medicine, Greenville, United States'}]",10.1128/iai.00075-11,2011.0,36,Article,"The cyclic-dimeric-GMP (c-di-GMP)-binding protein PilZ has been implicated in bacterial motility and pathogenesis. Although BB0733 (PlzA), the only PilZ domain-containing protein in Borrelia burgdorferi , was reported to bind c-di-GMP, neither its role in motility or virulence nor it's affinity for c-di-GMP has been reported. We determined that PlzA specifically binds c-di-GMP with high affinity (dissociation constant [ K d ], 1.25 μM), consistent with K d values reported for c-di-GMP-binding proteins from other bacteria. Inactivation of the monocistronically transcribed plzA resulted in an opaque/solid colony morphology, whereas the wild-type colonies were translucent. While the swimming pattern of mutant cells appeared normal, on swarm plates, mutant cells exhibited a significantly reduced swarm diameter, demonstrating a role of plzA in motility. Furthermore, the plzA mutant cells were significantly less infectious in experimental mice (as determined by 50% infectious dose [ID 50 ]) relative to wild-type spirochetes. The mutant also had survival rates in fed ticks lower than those of the wild type. Consequently, plzA mutant cells failed to complete the mouse-tick-mouse infection cycle, indicating plzA is essential for the enzootic life cycle of B. burgdorferi . All of these defects were corrected when the mutant was complemented in cis . We propose that failure of plzA mutant cells to infect mice was due to altered motility; however, the possibility that an unidentified factor(s) contributed to interruption of the B. burgdorferi enzootic life cycle cannot yet be excluded.",1600,0,0,0,1,en,en,
397,infection and immunity,Oligopeptide permease A5 modulates vertebrate host-specific adaptation of Borrelia burgdorferi,"[{'name': 'B. Raju', 'affiliation': 'The University of Texas at San Antonio, San Antonio, United States'}]",10.1128/iai.05234-11,2011.0,26,Article,"Borrelia burgdorferi , the agent of Lyme disease, undergoes rapid adaptive gene expression in response to signals unique to its arthropod vector or vertebrate hosts. Among the upregulated genes under vertebrate host conditions is one of the five annotated homologs of oligopeptide permease A (OppA5, BBA34). A mutant lacking oppA5 was constructed in an lp25-deficient isolate of B. burgdorferi strain B31, and the minimal regions of infectivity were restored via a shuttle vector pBBE22 with or without an intact copy of bba34 . Immunoblot analysis of the bba34 mutant revealed a reduction in the levels of RpoS, BosR, and CsrA Bb with a concomitant reduction in the levels of OspC, DbpA, BBK32, and BBA64. There were no changes in the levels of OspA, NapA, P66, and three other OppA orthologs. Quantitative transcriptional analysis correlated with the changes in the protein levels. However, the bba34 mutant displayed comparable infectivities in the C3H/HeN mice and the wild-type strain, despite the reduction in several pathogenesis-related proteins. Supplementation of the growth medium with increased levels of select components, notably sodium acetate and sodium bicarbonate, restored the levels of several proteins in the bba34 mutant to wild-type levels. We speculate that the transport of acetate appears to contribute to the accumulation of key metabolites, like acetyl phosphate, that facilitate the adaptation of B. burgdorferi to the vertebrate host by the activation of the Rrp2-RpoN-RpoS pathway. These studies underscore the importance of solute transport to host-specific adaptation of B. burgdorferi .",1620,0,0,0,1,en,en,
398,journal of medical entomology,Influence of abiotic and environmental factors on the density and infection Prevalence of Ixodes pacificus (Acari: Ixodidae) with Borrelia burgdorferi,"[{'name': 'A. Swei', 'affiliation': 'The University of North Carolina at Charlotte, Charlotte, United States'}]",10.1603/me10131,2011.0,22,Article,403 response,12,0,0,0,1,en,en,
399,journal of medical entomology,Efficacy and environmental persistence of nootkatone for the control of the blacklegged tick (Acari: Ixodidae) in residential landscapes,"[{'name': 'A. Bharadwaj', 'affiliation': 'Connecticut Agricultural Experiment Station, New Haven, United States'}]",10.1603/me11251,2012.0,15,Article,403 response,12,0,0,0,1,en,en,
400,infection and immunity,Motility is crucial for the infectious life cycle of borrelia burgdorferi,"[{'name': 'S. Sultan', 'affiliation': 'The Brody School of Medicine, Greenville, United States'}]",10.1128/iai.01228-12,2013.0,49,Article,"The Lyme disease spirochete, Borrelia burgdorferi , exists in a zoonotic cycle involving an arthropod tick and mammalian host. Dissemination of the organism within and between these hosts depends upon the spirochete's ability to traverse through complex tissues. Additionally, the spirochete outruns the host immune cells while migrating through the dermis, suggesting the importance of B. burgdorferi motility in evading host clearance. B. burgdorferi 's periplasmic flagellar filaments are composed primarily of a major protein, FlaB, and minor protein, FlaA. By constructing a flaB mutant that is nonmotile, we investigated for the first time the absolute requirement for motility in the mouse-tick life cycle of B. burgdorferi . We found that whereas wild-type cells are motile and have a flat-wave morphology, mutant cells were nonmotile and rod shaped. These mutants were unable to establish infection in C3H/HeN mice via either needle injection or tick bite. In addition, these mutants had decreased viability in fed ticks. Our studies provide substantial evidence that the periplasmic flagella, and consequently motility, are critical not only for optimal survival in ticks but also for infection of the mammalian host by the arthropod tick vector.",1256,0,0,0,1,en,en,
401,infection and immunity,Understanding barriers to Borrelia burgdorferi dissemination during infection using massively parallel sequencing,"[{'name': 'E.B. Troy', 'affiliation': 'Tufts Medical Center, Boston, United States'}]",10.1128/iai.00266-13,2013.0,48,Article,"Borrelia burgdorferi is an invasive spirochete that can cause acute and chronic infections in the skin, heart, joints, and central nervous system of infected mammalian hosts. Little is understood about where the bacteria encounter the strongest barriers to infection and how different components of the host immune system influence the population as the infection progresses. To identify population bottlenecks in a murine host, we utilized Tn-seq to monitor the composition of mixed populations of B. burgdorferi during infection. Both wild-type mice and mice lacking the Toll-like receptor adapter molecule MyD88 were infected with a pool of infectious B. burgdorferi transposon mutants with insertions in the same gene. At multiple time points postinfection, bacteria were isolated from the mice and the compositions of the B. burgdorferi populations at the injection site and in distal tissues determined. We identified a population bottleneck at the site of infection that significantly altered the composition of the population. The magnitude of this bottleneck was reduced in MyD88 −/− mice, indicating a role for innate immunity in limiting early establishment of B. burgdorferi infection. There is not a significant bottleneck during the colonization of distal tissues, suggesting that founder effects are limited and there is not a strict limitation on the number of organisms able to initiate populations at distal sites. These findings further our understanding of the interactions between B. burgdorferi and its murine host in the establishment of infection and dissemination of the organism.",1605,0,0,0,1,en,en,
402,infection and immunity,Study of the response regulator rrp1 reveals its regulatory role in chitobiose utilization and virulence of borrelia burgdorferi Toxic Shock,"[{'name': 'C.W. Sze', 'affiliation': 'University at Buffalo, The State University of New York, Buffalo, United States'}]",10.1128/iai.00050-13,2013.0,43,Article,"Life cycle alternation between arthropod and mammals forces the Lyme disease spirochete, Borrelia burgdorferi , to adapt to different host milieus by utilizing diverse carbohydrates. Glycerol and chitobiose are abundantly present in the Ixodes tick. B. burgdorferi can utilize glycerol as a carbohydrate source for glycolysis and chitobiose to produce N -acetylglucosamine (GlcNAc), a key component of the bacterial cell wall. A recent study reported that Rrp1, a response regulator that synthesizes cyclic diguanylate (c-di-GMP), governs glycerol utilization in B. burgdorferi . In this report, we found that the rrp1 mutant had growth defects and formed membrane blebs that led to cell lysis when GlcNAc was replaced by chitobiose in the growth medium. The gene chbC encodes a key chitobiose transporter of B. burgdorferi . We found that the expression level of chbC was significantly repressed in the mutant and that constitutive expression of chbC in the mutant successfully rescued the growth defect, indicating a regulatory role of Rrp1 in chitobiose uptake. Immunoblotting and transcriptional studies revealed that Rrp1 is required for the activation of bosR and rpoS and that its impact on chbC is most likely mediated by the BosR-RpoS regulatory pathway. Tick-mouse infection studies showed that although the rrp1 mutant failed to establish infection in mice via tick bite, exogenous supplementation of GlcNAc into unfed ticks partially rescued the infection. The finding reported here provides us with new insight into the regulatory role of Rrp1 in carbohydrate utilization and virulence of B. burgdorferi .",1618,0,0,0,1,en,en,
403,infection and immunity,The formins FMNL1 and mDia1 regulate coiling phagocytosis of borrelia burgdorferi by primary human macrophages,"[{'name': 'X. Naj', 'affiliation': 'Universitätsklinikum Hamburg-Eppendorf, Hamburg, Germany'}]",10.1128/iai.01411-12,2013.0,34,Article,"Spirochetes of the Borrelia burgdorferi sensu lato complex are the causative agent of Lyme borreliosis, a tick-borne infectious disease primarily affecting the skin, nervous system, and joints. During infection, macrophages and dendritic cells are the first immune cells to encounter invading borreliae. Phagocytosis and intracellular processing of Borrelia by these cells is thus decisive for the eventual outcome of infection. Phagocytic uptake of Borrelia by macrophages proceeds preferentially through coiling phagocytosis, which is characterized by actin-rich unilateral pseudopods that capture and enwrap spirochetes. Actin-dependent growth of these pseudopods necessitates de novo nucleation of actin filaments, which is regulated by actin-nucleating factors such as Arp2/3 complex. Here, we demonstrate that, in addition, also actin-regulatory proteins of the formin family are important for uptake of borreliae by primary human macrophages. Using immunofluorescence, live-cell imaging, and ratiometric analysis, we find specific enrichment of the formins FMNL1 and mDia1 at macrophage pseudopods that are in contact with borreliae. Consistently, small interfering RNA (siRNA)-mediated knockdown of FMNL1 or mDia1 leads to decreased formation of Borrelia -induced pseudopods and to decreased internalization of borreliae by macrophage s . Our results suggest that macrophage coiling phagocytosis is a complex process involving several actin nucleation/regulatory factors. They also point specifically to the formins mDia1 and FMNL1 as novel regulators of spirochete uptake by human immune cells.",1603,0,0,0,1,en,en,
404,infection and immunity,Manganese and zinc regulate virulence determinants in borrelia burgdorferi,"[{'name': 'B. Troxell', 'affiliation': 'Indiana University School of Medicine, Indianapolis, United States'}]",10.1128/iai.00507-13,2013.0,32,Article,"Borrelia burgdorferi , the causative agent of Lyme disease, must adapt to two diverse niches, an arthropod vector and a mammalian host. RpoS, an alternative sigma factor, plays a central role in spirochetal adaptation to the mammalian host by governing expression of many genes important for mammalian infection. B. burgdorferi is known to be unique in metal utilization, and little is known of the role of biologically available metals in B. burgdorferi . Here, we identified two transition metal ions, manganese (Mn 2+ ) and zinc (Zn 2+ ), that influenced regulation of RpoS. The intracellular Mn 2+ level fluctuated approximately 20-fold under different conditions and inversely correlated with levels of RpoS and the major virulence factor OspC. Furthermore, an increase in intracellular Mn 2+ repressed temperature-dependent induction of RpoS and OspC; this repression was overcome by an excess of Zn 2+ . Conversely, a decrease of intracellular Mn 2+ by deletion of the Mn 2+ transporter gene, bmtA , resulted in elevated levels of RpoS and OspC. Mn 2+ affected RpoS through BosR, a Fur family homolog that is required for rpoS expression: elevated intracellular Mn 2+ levels greatly reduced the level of BosR protein but not the level of bosR mRNA. Thus, Mn 2+ and Zn 2+ appeared to be important in modulation of the RpoS pathway that is essential to the life cycle of the Lyme disease spirochete. This finding supports the emerging notion that transition metals such as Mn 2+ and Zn 2+ play a critical role in regulation of virulence in bacteria.",1554,0,0,0,1,en,en,
405,journal of medical entomology,Harvested white-tailed deer as sentinel hosts for early establishing ixodes scapularis populations and risk from vector-borne zoonoses in Southeastern Canada,"[{'name': 'C. Bouchard', 'affiliation': 'University of Montreal, Montreal, Canada'}]",10.1603/me12093,2013.0,32,Article,403 response,12,0,0,0,1,en,en,
406,journal of medical entomology,Hunter-killed deer surveillance to assess changes in the prevalence and distribution of ixodes scapularis (acari: Ixodidae) in Wisconsin,"[{'name': 'X. Lee', 'affiliation': 'University of Wisconsin-Madison, Madison, United States'}]",10.1603/me12234,2013.0,25,Article,403 response,12,0,0,0,1,en,en,
407,journal of medical entomology,"Detection of babesia microti and borrelia burgdorferi in host-seeking ixodes scapularis (Acari: Ixodidae) in Monmouth County, New Jersey","[{'name': 'T. Schulze', 'affiliation': 'Freehold Area Health Department, Freehold, United States'}]",10.1603/me12088,2013.0,25,Article,403 response,12,0,0,0,1,en,en,
408,infection and immunity,Borrelia burgdorferi bba66 gene inactivation results in attenuated mouse infection by tick transmission,"[{'name': 'T. Patton', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.1128/iai.00140-13,2013.0,22,Article,"The impact of the Borrelia burgdorferi surface-localized immunogenic lipoprotein BBA66 on vector and host infection was evaluated by inactivating the encoding gene, bba66 , and characterizing the mutant phenotype throughout the natural mouse-tick-mouse cycle. The BBA66-deficient mutant isolate, Bb ΔA66 , remained infectious in mice by needle inoculation of cultured organisms, but differences in spirochete burden and pathology in the tibiotarsal joint were observed relative to the parental wild-type (WT) strain. Ixodes scapularis larvae successfully acquired Bb ΔA66 following feeding on infected mice, and the organisms persisted in these ticks through the molt to nymphs. A series of tick transmission experiments ( n = 7) demonstrated that the ability of Bb ΔA66 -infected nymphs to infect laboratory mice was significantly impaired compared to that of mice fed upon by WT-infected ticks. trans -complementation of Bb ΔA66 with an intact copy of bba66 restored the WT infectious phenotype in mice via tick transmission. These results suggest a role for BBA66 in facilitating B. burgdorferi dissemination and transmission from the tick vector to the mammalian host as part of the disease process for Lyme borreliosis.",1224,0,0,0,1,en,en,
409,infection and immunity,Phosphoenolpyruvate phosphotransferase system components modulate gene transcription and virulence of Borrelia burgdorferi,"[{'name': 'B. Khajanchi', 'affiliation': 'National Center for Toxicological Research, Jeffersonville, United States'}]",10.1128/iai.00917-15,2016.0,21,Article,"The phosphoenolpyruvate phosphotransferase system (PEP-PTS) and adenylate cyclase (AC) IV (encoded by BB0723 [ cyaB ]) are well conserved in different species of Borrelia . However, the functional roles of PEP-PTS and AC in the infectious cycle of Borrelia have not been characterized previously. We examined 12 PEP-PTS transporter component mutants by needle inoculation of mice to assess their ability to cause mouse infection. Transposon mutants with mutations in the EIIBC components ( ptsG ) (BB0645, thought to be involved in glucose-specific transport) were unable to cause infection in mice, while all other tested PEP-PTS mutants retained infectivity. Infectivity was partially restored in an in trans -complemented strain of the ptsG mutant. While the ptsG mutant survived normally in unfed as well as fed ticks, it was unable to cause infection in mice by tick transmission, suggesting that the function of ptsG is essential to establish infection by either needle inoculation or tick transmission. In Gram-negative organisms, the regulatory effects of the PEP-PTS are mediated by adenylate cyclase and cyclic AMP (cAMP) levels. A recombinant protein encoded by B. burgdorferi BB0723 (a putative cyaB homolog) was shown to have adenylate cyclase activity in vitro ; however, mutants with mutations in this gene were fully infectious in the tick-mouse infection cycle, indicating that its function is not required in this process. By transcriptome analysis, we demonstrated that the ptsG gene may directly or indirectly modulate gene expression of Borrelia burgdorferi . Overall, the PEP-PTS glucose transporter PtsG appears to play important roles in the pathogenesis of B. burgdorferi that extend beyond its transport functions.",1740,0,0,0,1,en,en,
410,journal of medical entomology,"Ixodes scapularis (Acari: Ixodidae) Reservoir Host Diversity and Abundance Impacts on Dilution of Borrelia burgdorferi (Spirochaetales: Spirochaetaceae) in Residential and Woodland Habitats in Connecticut, United States","[{'name': 'M. Linske', 'affiliation': 'Connecticut Agricultural Experiment Station, New Haven, United States'}]",10.1093/jme/tjx237,2018.0,14,Article,403 response,12,0,0,0,1,en,en,
411,infection and immunity,The Borrelia burgdorferi glycosaminoglycan binding protein Bgp in the B31 strain is not essential for infectivity despite facilitating adherence and tissue colonization,"[{'name': 'S. Schlachter', 'affiliation': 'Rutgers New Jersey Medical School, Newark, United States'}]",10.1128/iai.00667-17,2018.0,13,Article,"The Lyme disease-causing organism Borrelia burgdorferi is transmitted into the mammalian host by an infected-tick bite. Successful infection relies on the ability of this extracellular pathogen to persist and colonize different tissues. B. burgdorferi encodes a large number of adhesins that are able to interact with host ligands to facilitate adherence and tissue colonization. Multiple glycosaminoglycan binding proteins present in B. burgdorferi offer a degree of redundancy of function during infection, and this highlights the importance of glycosaminoglycans as host cell receptors for spirochete adherence. Of particular interest in this study is Borrelia glycosaminoglycan binding protein (Bgp), which binds to heparin-related glycosaminoglycans. The properties of a bgp transposon mutant and a trans -complemented derivative were compared to those of the wild-type B. burgdorferi in the in vitro binding assays and in infection studies using a C3H/HeJ mouse infection model. We determined that the loss of Bgp impairs spirochete adherence, infectivity, and tissue colonization, resulting in a reduction of inflammatory manifestations of Lyme disease. Although Bgp is not essential for infectivity, it is an important virulence factor of B. burgdorferi that allows adherence and tissue colonization and contributes to disease severity.",1344,0,0,0,1,en,en,
412,journal of medical entomology,Modeling Climate Suitability of the Western Blacklegged Tick in California,"[{'name': 'R.J. Eisen', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.1093/jme/tjy060,2018.0,12,Article,403 response,12,0,0,0,1,en,en,
413,infection and immunity,Tracking of Borrelia afzelii transmission from infected Ixodes ricinus nymphs to mice,"[{'name': 'T. Pospisilova', 'affiliation': 'Institute of Parasitology, Biology Centre of the Academy of Sciences of the Czech Republic, Ceske Budejovice, Czech Republic'}]",10.1128/iai.00896-18,2019.0,20,Article,"Quantitative and microscopic tracking of Borrelia afzelii transmission from infected Ixodes ricinus nymphs has shown a transmission cycle different from that of Borrelia burgdorferi and Ixodes scapularis . Borrelia afzelii organisms are abundant in the guts of unfed I. ricinus nymphs, and their numbers continuously decrease during feeding. Borrelia afzelii spirochetes are present in murine skin within 1 day of tick attachment. In contrast, spirochetes were not detectable in salivary glands at any stage of tick feeding. Further experiments demonstrated that tick saliva is not essential for B. afzelii infectivity, the most important requirement for successful host colonization being a change in expression of outer surface proteins that occurs in the tick gut during feeding. Spirochetes in vertebrate mode are then able to survive within the host even in the absence of tick saliva. Taken together, our data suggest that the tick gut is the decisive organ that determines the competence of I. ricinus to vector B. afzelii . We discuss possible transmission mechanisms of B. afzelii spirochetes that should be further tested in order to design effective preventive and therapeutic strategies against Lyme disease.",1220,0,0,0,1,en,en,
414,journal of medical entomology,A 4-Yr Survey of the Range of Ticks and Tick-Borne Pathogens in the Lehigh Valley Region of Eastern Pennsylvania,"[{'name': 'M.J. Edwards', 'affiliation': 'Muhlenberg College, Allentown, United States'}]",10.1093/jme/tjz043,2019.0,8,Article,403 response,12,0,0,0,1,en,en,
415,clinical microbiology and infection,The expanding Lyme Borrelia complex—clinical significance of genomic species?,"['G. Stanek', 'M. Reiter']",10.1111/j.1469-0691.2011.03492.x,2011.0,187,journal-article,"Abstract. Ten years after the discovery of spirochaetes as agents of Lyme disease in 1982 in the USA, three genomic species had diverged from the phenotypically heterogeneous strains of Borrelia burgdorferi isolated in North America and Europe: Borrelia afzelii, B. burgdorferi sensu stricto (further B. burgdorferi ), and Borrelia garinii. Whereas B. burgdorferi remained the only human pathogen in North America, all three species are aetiological agents of Lyme borreliosis in Europe. Another seven genospecies were described in the 1990s, including species from Asia ( Borrelia japonica, Borrelia turdi , and B. tanukii ), North America ( Borrelia andersonii ), Europe ( Borrelia lusitaniae and Borrelia valaisiana ), and from Europe and Asia ( Borrelia bissettii). Another eight species were delineated in the years up to 2010: Borrelia sinica (Asia), Borrelia spielmanii (Europe), Borrelia yangtze (Asia), Borrelia californiensis, Borrelia americana, Borrelia carolinensis (North America), Borrelia bavariensis (Europe), and Borrelia kurtenbachii (North America). Of these 18 genomic species B. afzelii, B. burgdorferi and B. garinii are the confirmed agents of localized, disseminated and chronic manifestations of Lyme borreliosis, whereas B. spielmanii has been detected in early skin disease, and B. bissettii and B. valaisiana have been detected in specimens from single cases of Lyme borreliosis. The clinical role of B. lusitaniae remains to be substantiated.",1472,0,0,1,0,en,en,
416,clinical microbiology and infection,High sensitivity and specificity of the C6-peptide ELISA on cerebrospinal fluid in Lyme neuroborreliosis patients,"['N.D. van Burgel', 'A. Brandenburg', 'H.J. Gerritsen', 'A.C.M. Kroes', 'A.P. van Dam']",10.1111/j.1469-0691.2011.03459.x,2011.0,13,journal-article,,0,0,0,1,0,en,en,
417,clinical microbiology and infection,Lyme borreliosis: Clinical case definitions for diagnosis and management in Europe,"['G. Stanek', 'V. Fingerle', 'K.-P. Hunfeld', 'B. Jaulhac', 'R. Kaiser', 'A. Krause', 'W. Kristoferitsch', ""S. O'Connell"", 'K. Ornstein', 'F. Strle', 'J. Gray']",10.1111/j.1469-0691.2010.03175.x,2011.0,330,journal-article,,0,0,0,1,0,en,en,
418,clinical microbiology and infection,Lyme endocarditis,"['N. Hidri', 'O. Barraud', 'S. de Martino', 'F. Garnier', 'F. Paraf', 'C. Martin', 'S. Sekkal', 'M. Laskar', 'B. Jaulhac', 'M.-C. Ploy']",10.1111/1469-0691.12016,2012.0,19,journal-article,,0,0,0,1,0,en,es,
419,clinical microbiology and infection,The lymphocyte transformation test for the diagnosis of Lyme borreliosis could fill a gap in the difficult diagnostics of borreliosis,['V. von Baehr'],10.1111/1469-0691.12755,2014.0,1,journal-article,,0,0,0,1,0,en,en,
420,clinical microbiology and infection,The lymphocyte transformation test for the diagnosis of Lyme borreliosis has currently not been shown to be clinically useful,"['R.B. Dessau', 'V. Fingerle', 'J. Gray', 'K.-P. Hunfeld', 'B. Jaulhac', 'O. Kahl', 'W. Kristoferitsch', 'G. Stanek', 'F. Strle']",10.1111/1469-0691.12583,2014.0,20,journal-article,,0,0,0,1,0,en,en,
421,clinical microbiology and infection,The lymphocyte transformation test for the diagnosis of Lyme borreliosis,['V. von Baehr'],10.1016/j.cmi.2014.10.001,2015.0,1,journal-article,,0,0,0,1,0,en,en,
422,clinical microbiology and infection,The authors reply to comments on “The lymphocyte transformation test for the diagnosis of Lyme borreliosis has currently not been shown to be clinically useful.” Clin Microbiol Infect 2014;20:O786–O787,"['R.B. Dessau', 'V. Fingerle', 'J. Gray', 'K.-P. Hunfeld', 'B. Jaulhac', 'W. Kristoferitsch', 'G. Stanek', 'F. Strle']",10.1016/j.cmi.2014.08.013,2015.0,1,journal-article,,0,0,0,1,0,en,en,
423,clinical microbiology and infection,To test or not to test? Laboratory support for the diagnosis of Lyme borreliosis,"['R.I. Horowitz', 'A. Lacout', 'P.Y. Marcy', 'C. Perronne']",10.1016/j.cmi.2017.09.015,2018.0,3,journal-article,,0,0,0,1,0,en,en,
424,clinical microbiology and infection,Diagnostic value of cerebrospinal fluid CXCL13 for acute Lyme neuroborreliosis. A systematic review and meta-analysis,"['T.A. Rupprecht', 'K.M. Manz', 'V. Fingerle', 'C. Lechner', 'M. Klein', 'M. Pfirrmann', 'U. Koedel']",10.1016/j.cmi.2018.04.007,2018.0,36,journal-article,,0,0,0,1,0,en,en,
425,clinical microbiology and infection,To test or not to test? Laboratory support for the diagnosis of Lyme borreliosis – Author's reply,"['R.B. Dessau', 'A.P. van Dam', 'V. Fingerle', 'J. Gray', 'J.W. Hovius', 'K.-P. Hunfeld', 'B. Jaulhac', 'O. Kahl', 'W. Kristoferitsch', 'P.-E. Lindgren', 'M. Markowicz', 'S. Mavin', 'K. Ornstein', 'T. Rupprecht', 'G. Stanek', 'F. Strle']",10.1016/j.cmi.2017.10.011,2018.0,1,journal-article,,0,0,0,1,0,en,en,
426,clinical microbiology and infection,"Lyme disease overdiagnosis in a large healthcare system: a population-based, retrospective study","['B.J. Webber', 'R.P. Burganowski', 'L. Colton', 'J.D. Escobar', 'S.R. Pathak', 'K.J. Gambino-Shirley']",10.1016/j.cmi.2019.02.020,2019.0,14,journal-article,,0,0,0,1,0,en,en,
427,clinical microbiology and infection,'Seroprevalence of Lyme borreliosis in Finland 50 years ago' – Author’s reply,"['J. Cuellar', 'J. Hytönen']",10.1016/j.cmi.2020.02.023,2020.0,0,journal-article,,0,0,0,1,0,en,en,
428,clinical microbiology and infection,Seroprevalence of Lyme borreliosis in Finland 50 years ago,"['J. Cuellar', 'T. Dub', 'J. Sane', 'J. Hytönen']",10.1016/j.cmi.2019.10.003,2020.0,3,journal-article,,0,0,0,1,0,en,en,
429,clinical microbiology and infection,Re: ‘Seroprevalence of Lyme borreliosis in Finland 50 years ago’ by Cuellar et al.,"['R. Zhang', 'T. Gong', 'T. Chen', 'N. Zhang', 'F. Miao', 'Q. Chen', 'Y. Feng', 'L. Ji', 'J. Zhao']",10.1016/j.cmi.2020.02.020,2020.0,0,journal-article,,0,0,0,1,0,en,en,
430,clinical microbiology and infection,Borrelia mayonii – A cause of Lyme borreliosis that can be visualized by microscopy of thin blood films,"['Bobbi S. Pritt', 'Emily C. Fernholz', 'Adam J. Replogle', 'Luke C. Kingry', 'Michael P. Sciotto', 'Jeannine M. Petersen']",10.1016/j.cmi.2021.07.023,2021.0,0,journal-article,,0,0,0,1,0,en,en,
431,clinical microbiology and infection,"Neuroborreliosis - an epidemiological, clinical and healthcare cost study from an endemic area in the south-east of Sweden","[{'name': 'A.J. Henningsson', 'affiliation': 'County Hospital Ryhov, Jonkoping, Sweden'}]",10.1111/j.1469-0691.2009.03059.x,2010.0,38,Article,,0,0,0,0,1,en,en,
